Id,Name,Beer Full Name,Style,Brewery,Description,ABV,Min IBU,Max IBU,Rating,User Rating,User Comment
84,Arctic Devil Barley Wine,Midnight Sun Brewing Co. Arctic Devil Barley Wine,Barleywine - English,Midnight Sun Brewing Co.,"Arctic Devil Barley Wine, aptly named after the ferocious wolverine of the north, is an English-style (meaning malt-inclined) barley wine. Though the recipe and process for Arctic Devil have evolved over the years, it is brewed once a year then aged in oak barrels for several months before the entire batch is blended, bottled and released.In its youth, Arctic Devil gnarls and snarls its way across the palate. Containing this beast of a beer for long periods in oak barrels--some having previously aged port, wine or whiskey--tames the unleashed malt and fierce hop flavors, melding and mellowing this powerful liquid into an incredible elixir worthy of a brewer's table.Each annual batch of Arctic Devil Barley Wine represents the brewers' resolve to create an intriguing and sought-after barley wine by precisely brewing to well-designed specifications, carefully selecting the type and combination of barrels to use for aging, and meticulously checking the beer as it ages. Distinct nuance and complexity are contributed by the wood's previous tenants, resulting in unique flavor profiles in each batch that continue to change over time. We invite you to savor Arctic Devil Barley Wine upon its release then cellar some for future enjoyment.20 IBU",13.2,40,60,4.19378,,
85,Horn Dog,Flying Dog Brewery Horn Dog Barley Wine Style Ale,Barleywine - English,Flying Dog Brewery,,10.2,40,60,3.71301,,
86,Bourbon Barrel-Aged Barley Wine,Kuhnhenn Brewing Company Kuhnhenn Bourbon Barrel Barley Wine,Barleywine - English,Kuhnhenn Brewing Company,,14.5,40,60,4.152542,,
87,J.W. Lees Harvest Ale (Lagavulin Whisky Cask)J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Lagavulin Whisky Cask),Barleywine - English,J.W. Lees & Co (Brewers) Ltd,,11.5,40,60,3.742718,,
88,Bligh's Barleywine Ale,Dry Dock Brewing Co. Bligh's Barleywine Ale,Barleywine - English,Dry Dock Brewing Co.,"Malty and complex, this big beer has a strong caramel backbone supporting oak and whiskey flavors with hints of dark fruits. The nose wafts of coconut, toffee, and a smooth hint of alcohol. The flavor and aroma meld, becoming one after just a single sip. This beer is ready to drink, but also ages with the best of them.",10.0,40,60,4.45,,
89,J.W. Lees Harvest Ale (Calvados Cask)J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Calvados Cask),Barleywine - English,J.W. Lees & Co (Brewers) Ltd,,11.5,40,60,3.922652,,
90,J.W. Lees Harvest Ale (Port Cask)J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Port Cask),Barleywine - English,J.W. Lees & Co (Brewers) Ltd,This fully fermented ale can be enjoyed now or laid down like a fine wine for enjoyment to come.,11.5,40,60,4.044379,,
91,Ridge Runner,Rock Art Brewery Ridge Runner,Barleywine - English,Rock Art Brewery,"""Robust, Dark and Smooth, hold on to your hat cause you’ll lose your feet on this one!"" Brewed with pale, dark crystal, Munich, flaked barley, black and chocolate malts. Hops include Cascade, Crystal, Challenger and Perle.",7.2,40,60,3.591667,,
92,J.W. Lees Harvest Ale (Sherry Cask)J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Sherry Cask),Barleywine - English,J.W. Lees & Co (Brewers) Ltd,,11.5,40,60,3.868966,,
93,Irish Walker,Olde Hickory Brewery Irish Walker,Barleywine - English,Olde Hickory Brewery,"A long slow fermentation and cold aging makes Irish Walker a well rounded, complex Barley Wine Ale. Released only once a year, it exhibits malty sweetness, fruity esters, and hoppy balance. This ale will age well for years to come.",10.14,40,60,3.855769,,
94,Criminally Bad Elf Barleywine-Style Ale,Ridgeway Brewing Criminally Bad Elf,Barleywine - English,Ridgeway Brewing,,10.5,40,60,3.388571,,
95,Commander,Lift Bridge Brewery Commander,Barleywine - English,Lift Bridge Brewery,"The Commander™ is our English-Style Barleywine ale brewed with heavy fists of malts and subtle, sweet Cardamom. Aged in bourbon barrels, its bold, complex flavor reaches heights measured only by the building of its namesake. This 12.5% ABV treat is best enjoyed in smaller portions when you have some time to savor it, between now and 2020.",12.5,40,60,4.035714,,
96,Pugsley's Signature Series: Barley Wine,Shipyard Brewing Co. Shipyard Barley Wine Style Ale (Pugsley's Signature Series),Barleywine - English,Shipyard Brewing Co.,"This addition to the Pugsley's Signature Series collection is a big beer made with six different malts and balanced with a very full hop charge. It is a deep reddish brown in color with a complex fruity nose, a very full body, and an interesting balance between grains and hops which ends with a pleasing dry taste.",8.5,40,60,3.635659,,
97,Bommen & Granaten,Brouwerij De Molen Bommen & Granaten,Barleywine - English,Brouwerij De Molen,750ml: 53.9 IBU 330ml: 57 IBU,15.2,40,60,3.702381,,
98,Double Old Thumper Ale,Shipyard Brewing Co. Double Old Thumper Ale,Barleywine - English,Shipyard Brewing Co.,,11.2,40,60,3.357143,,
99,Wooden Hell,Flossmoor Station Restaurant & Brewery Wooden Hell,Barleywine - English,Flossmoor Station Restaurant & Brewery,"GABF 2006 Strong Barrel Aged Bronze, Woodford Reserve Barrel Aged Barleywine",9.5,40,60,4.546053,,
100,Golden Pride,Fuller Smith & Turner PLC Golden Pride,Barleywine - English,Fuller Smith & Turner PLC,,8.5,40,60,3.958333,,
101,Stormwatcher's Winterfest,Pelican Pub & Brewery Stormwatcher's Winterfest,Barleywine - English,Pelican Pub & Brewery,32.1 degrees PlatoAlcohol: 13.0% by volumeBitterness: 31 IBUColor: 54 SRM,13.0,40,60,4.113208,,
102,Old Abominable,Stoudts Brewing Co. Old Abominable,Barleywine - English,Stoudts Brewing Co.,,9.0,40,60,3.801587,,
103,Fuller's ESB,Fuller Smith & Turner PLC Fuller's ESB,Bitter - English Extra Special / Strong Bitter (ESB),Fuller Smith & Turner PLC,"Twice named World Champion Beer, Fuller’s ESB is one of the most decorated ales of its time. A winner born and brewed, it’s a strong, full-bodied ale that has delighted drinkers for decades with its smooth, mellow bitterness and superbly satisfying finish.",5.9,20,40,4.194895,,
104,Hobgoblin Ruby,Wychwood Brewery Company Ltd Hobgoblin,Bitter - English Extra Special / Strong Bitter (ESB),Wychwood Brewery Company Ltd,"Formerly HobgoblinDrink legendary. This distinct ruby beer’s sweet caramel and fruity aromas tease the taste buds. Brewed with smooth and rich Chocolate and Crystal malts & a blend of Fuggles and Styrian Golding hops. Expect a delicious full-bodied toffee flavour and a fruity finish of figs, raisins and dates. Hobgoblin: Born Different.Hops: Fuggles & StyriansMalt: Pale, Crystal & ChocolateOnly bottled Hobgoblin Ruby is 5.2% which is this listing. Canned, cask (tap and hand-pull draft), and 5L mini-cask's of Hobgoblin Ruby are 4.5% and reviews of them belong under that separate listing.",5.2,20,40,3.774974,,
105,Sawtooth,Left Hand Brewing Company Sawtooth Ale,Bitter - English Extra Special / Strong Bitter (ESB),Left Hand Brewing Company,"Sessionable. Unpretentious. Left Hand's original flagship. Proof that a beer can be both complex and balanced. Malty chewiness slowly transitioning over to herbal, earthy hops with a dry finish. Brewed to be enjoyed with friends and to stimulate serendipity.",5.3,20,40,3.832765,,
106,Harvest Ale,Southern Tier Brewing Company Harvest Ale,Bitter - English Extra Special / Strong Bitter (ESB),Southern Tier Brewing Company,"Our celebration of the change of the seasons, a deeply comforting ale to usher in the sunset as the evenings get cooler. In salutation to that special moment in time when the year’s harvest is a gracious cornucopia before us, we brew a classic ESB. Harvest is brewed with a combination of fresh English hops, cracked barley, and hard work. This is a classic English style Extra Special Bitter of the highest order. Harvest’s deep ruby color envokes a bright autumn mountainside where a warm sweater, a good beer, and the gratitude for the seasons are all you need.",6.7,20,40,4.071277,,
107,Old Thumper,Shipyard Brewing Co. Old Thumper ESA,Bitter - English Extra Special / Strong Bitter (ESB),Shipyard Brewing Co.,"Old Thumper Extra Special Ale was created in 1979 by veteran British brewer, Peter Austin, founder of the Ringwood Brewery in Hampshire, England and mentor to Shipyard's master brewer Alan Pugsley. A British Grand Champion beer, Old Thumper is a non-traditional English Bitter, brewer in the US solely by Shipyard.",5.6,20,40,3.754098,,
108,Abbot Ale,Greene King / Morland Brewery Abbot Ale,Bitter - English Extra Special / Strong Bitter (ESB),Greene King / Morland Brewery,"Hailed by the late beer writer Michael Jackson as ‘one of the great characters of the beer world’, Abbot Ale is brewed for quality of the highest order. Abbot is an irresistible ale with masses of fruit characters, a malty richness and superb hop balance. It is brewed longer to a unique recipe, which makes it the full-flavoured, smooth and mature beer it is today.",5.0,20,40,3.764881,,
109,Anvil,AleSmith Brewing Company Anvil Ale ESB,Bitter - English Extra Special / Strong Bitter (ESB),AleSmith Brewing Company,,5.5,20,40,4.037549,,
110,Scarlet Lady Ale,Stoudts Brewing Co. Stoudt's Scarlet Lady ESB,Bitter - English Extra Special / Strong Bitter (ESB),Stoudts Brewing Co.,"This English-style ale is brewed with Marris Otter and Caramel malts for a rich, reddish-copper color and smooth malty palate. The use of bittering and aroma addition hops balances the regal, sweet maltiness and imparts a softly perfumed aroma.",5.0,20,40,3.747922,,
111,Lord Rear Admiral,Three Floyds Brewing Co. & Brewpub Lord Admiral Nelson,Bitter - English Extra Special / Strong Bitter (ESB),Three Floyds Brewing Co. & Brewpub,"Three Floyds version of an ESB, this deep amber ale has a complex malt sweetness and pronounced apricot hoppiness. Named after Admiral Lord Horatio Nelson.55 IBU",6.4,20,40,4.24569,,
112,Extra Special Ale (ESA),Yards Brewing Co. Extra Special Ale (ESA),Bitter - English Extra Special / Strong Bitter (ESB),Yards Brewing Co.,"Our first ever and most beloved brew, ESA helped establish a following for cask-conditioned beer in the United States back in the ‘90s. East Kent Golding hops give this English style ale a subtle spiciness, which compliments its strong malt backbone. Hints of chocolate and caramel round out this deep chestnut colored ale. Floral, earthy, smooth.",6.0,20,40,3.84413,,
113,Foster's Premium Ale,Foster's Group Limited Foster's Premium Ale,Bitter - English Extra Special / Strong Bitter (ESB),Foster's Group Limited,,5.5,20,40,3.104839,,
114,Belk's ESB,Anderson Valley Brewing Company Boont ESB,Bitter - English Extra Special / Strong Bitter (ESB),Anderson Valley Brewing Company,"Inspired by the classic “Bitters” from Great Britain, our Belk’s ESB is an innovative take on the style. With a deep, golden hue and big malty foundation, the spicy, herbal hop aromas and crisp, bitter bite give a West Coast flair to this classic recipe.Formerly Boont ESB.",6.8,20,40,3.798246,,
115,ESB,Green Man Brewery Green Man ESB,Bitter - English Extra Special / Strong Bitter (ESB),Green Man Brewery,"A malty amber ale boasting rich toasted and caramel flavors, Green Man ESB is one of our award-winning signature brews. Our blend of authentic British malts and hops creates a nutty aroma, full body, and a sweet finish. Prepare yourself for a truly exceptional interpretation of a traditional English style.",5.5,20,40,3.910714,,
116,Motor Boat,SweetWater Brewing Company Sweetwater Motor Boat,Bitter - English Extra Special / Strong Bitter (ESB),SweetWater Brewing Company,,5.6,20,40,3.878676,,
117,ESB Special Ale,Ska Brewing Co. ESB Special Ale,Bitter - English Extra Special / Strong Bitter (ESB),Ska Brewing Co.,,5.7,20,40,3.768966,,
118,Autumn Ale,Short's Brewing Company Short's Autumn Ale,Bitter - English Extra Special / Strong Bitter (ESB),Short's Brewing Company,A malty amber ale over toned with slight caramel flavors and notable pleasant hoppiness throughout. An international award winning recipe. 30 I.B.U.'s13 deg. Plato 5.75 % A.B.V,5.75,20,40,3.540541,,
119,Halloween Ale,Gritty McDuff's Brewing Company Gritty McDuff's Halloween Ale,Bitter - English Extra Special / Strong Bitter (ESB),Gritty McDuff's Brewing Company,"Every fall marks the return of our legendary Extra Special Bitter for the season, Halloween Ale – the beer so good, it's scary! From its humble beginnings in 1990 as a small-batch seasonal in our Portland Brew Pub, Halloween Ale has grown to be one of the year's most anticipated beer releases. This robust brew has a deep amber color, a bold, malty palate and a well-rounded hop finish. The perfect beer for a crisp autumn day!",6.0,20,40,3.900552,,
120,Bishops Finger,Shepherd Neame Ltd Bishops Finger,Bitter - English Extra Special / Strong Bitter (ESB),Shepherd Neame Ltd,,5.4,20,40,3.690217,,
121,13 Rebels ESB,French Broad Brewing Co. 13 Rebels ESB,Bitter - English Extra Special / Strong Bitter (ESB),French Broad Brewing Co.,"French Broad Brewery’s interpretation of the classic UK Extra Special Bitter. A bright copper color with a complex malt palate is complemented by traditional British hops, notably East Kent Golding. French Broad has made this classic public house session beer a cult classic with its skull and crossbones artwork.",5.2,20,40,3.668831,,
122,Beast Bitter,"Middle Ages Brewing Co., Ltd. Beast Bitter",Bitter - English Extra Special / Strong Bitter (ESB),"Middle Ages Brewing Co., Ltd.",,5.3,20,40,3.900602,,
123,Moondog Ale,Great Lakes Brewing Company Great Lakes Moondog ESB,Bitter - English Extra Special / Strong Bitter (ESB),Great Lakes Brewing Company,"Inspired by our rock 'n' roll city, Moondog's smooth body and undomesticated hop bite set the stage for late night howling.Wild, floral hop scents shred their way through a tail waggin’, toe tappin’ blend of crisp, sweet malts.30 IBU",5.5,20,40,4.217949,,
